58.31811672020643	2.5172536340680613e24
56.88271105438248	2.3867251680255247e18
56.88283864350026	9.570921577988594e17
54.67617917837145	4.4911535662896675e23
56.563223702438634	2.367379907950565e20
58.653085018466584	4.070963868400561e21
66.21787663193669	3.783969896578115e20
62.80504104935544	1.7328408413894767e24
66.42169185953557	6.5197643384846e20
59.52430498507609	1.0208883798480923e34
64.4052623630772	4.500724792298018e24
65.33399443417696	3.0910821895046994e20
65.33374850768901	3.591298593409695e17
70.59196077314543	2.8398042917844025e21
71.62333456371628	1.9934381981747286e21
66.7381860031104	8.89069580885194e21
69.26341734106238	1.43552957914528e18
72.15551235155753	1.4868314645065965e17
72.17240796369697	6.651405510248329e15
64.09293043155148	2.3355311954321243e21
64.0844017122016	2.002674722086198e16
64.06997405283914	2.815307903562184e12
65.92285224364193	1.6392846231812428e14
63.892435720958744	8.677096856438171e15
63.82595868107663	1.9243822813459219e12
82.23060684184121	5.457815726842435e18
68.47273391914021	5.130774041808205e17
68.23249057957314	3.774146848516791e16
65.63482039430308	1.8357765021103956e31
63.85306243012442	6.146343882166662e19
63.85108025370628	6.324185434484729e15
65.98996446668127	2.7472062947491497e18
59.10370089797312	7.994005701098938e6
59.10370089797312	7.994005701098938e6
59.10370092382557	7.993959350062643e6
59.118792575607664	6.323406378132402e8
54.698768576906176	5.524272735308876e9
68.49470390379176	1.6888319036110205e18
68.49451329671639	2.0779693214699892e16
68.49312263246387	4.6904441822534125e11
57.949254002759	1.2981119009849993e12
57.93734560797686	3.47868799322245e7
45.53623631214786	3.6678449943373477e12
45.53657356408899	2.6971730729658965e12
59.2632819283014	1.6316355590692614e22
70.0543934678462	9.348818029708564e13
72.67384312298745	2.5540785307373466e17
69.57324944113414	1.8811070949472882e15
73.85104314424456	3.8965452998387744e11
73.84984921482985	3.6870672465093666e10
71.86790845487303	9.974711816533763e16
71.21280589229225	5.399111729073513e12
69.84747480838526	1.7455745657768309e13
78.94616931365039	7.315301810076731e19
78.93928032280272	2.702910496246043e15
76.48307972559252	2.7420489744914244e14
85.16613883525194	2.362528745199231e18
85.16605910129479	1.7590207690486608e16
85.16524051254886	1.6880328178254282e15
78.73470061625186	6.390651467805132e14
76.81147576717629	2.9820369067112485e15
76.2882366303957	1.6865690620835972e15
76.2882367080108	1.6859751579094882e15
77.96472864072611	8.161656433084128e12
77.961254612728	9.070335473453262e9
81.23773022067967	1.4809167347592668e18
81.23607085708649	4.7313434092789836e13
82.68114146064242	8.343922737146651e12
65.70410419888553	1.8394422716841274e10
65.70648979930392	2.979006420688849e9
75.36185927105038	7.71221878764198e14
75.36738141694399	8.387089025766027e11
73.11551307566907	3.4138153821199024e10
47.59626063601669	6.093964887405908e21
47.629330829173476	8.471084731376479e18
48.30476403920448	3.285135378838792e18
33.25231670556285	1.726086793085792e17
33.24030426675558	3.629112074648708e15
56.45790392390132	6.78083011723218e26
40.479909139810374	1.9504215567502857e26
40.437024052136366	5.833743190736673e20
22.513736869257265	2.2430786698095547e14
23.316424612510694	2.523221215955055e10
24.857464718563286	1.1792882165791855e11
33.499947267340666	9.20265890737195e18
33.499947455813185	9.175133556342405e18
33.50059343745934	1.254354614345365e16
33.502389190531375	5.716968300187802e11
22.792077923773636	2.6651179783788465e15
13.871739237204674	1.3620730570599498e11
13.871663698115075	1.1358665940832433e11
3.102985331882744	1.0221173600233693e12
3.1029853318845166	1.0221173519232498e12
3.1029863225780634	1.0173258026037891e12
3.1081388252062143	2.659149024031466e13
3.029349179636321	1.115480027142984e15
3.050794933330636	9.489324686917298e7
3.195318112429791	0.051284410384504
1.8841531234247482	0.052071458436431246
0.006894832489013532	0.0017759689498732555
3.0119177382384135e-5	7.284450480082219e-5
2.6907692965738182e-5	4.4713742453415266e-5
1.7511572868681978e-5	4.336818965969146e-5
1.5766526606746732e-5	4.544832765585362e-5
2.1471624988835396e-5	3.8604370356509944e-5
1.3651556724114685e-5	3.297254910179793e-5
1.548226800708724e-5	4.1041275063994214e-5
1.2409199429083576e-5	3.067456835405421e-5
2.0126308542276662e-5	3.653335031473708e-5
1.1776116726930072e-5	3.480132537267928e-5
1.2002325498743034e-5	3.695919578691163e-5
1.2749102739033584e-5	3.365959500563137e-5
1.33823323338892e-5	2.9508563546273275e-5
1.2865226933671463e-5	3.229080406644092e-5
1.1335382120611436e-5	3.100086403479641e-5
1.1935825223333547e-5	2.8446074265527174e-5
1.1125652700153576e-5	3.0374140635709198e-5
1.54456364255145e-5	2.668484395139384e-5
1.5029139062021782e-5	2.7111879288954685e-5
1.2259905269673614e-5	2.9325426072382218e-5
1.1999983697200392e-5	2.617427135931205e-5
1.283051363219423e-5	2.777150004734158e-5
1.1019977908633183e-5	3.23154480485133e-5
1.1333267391739523e-5	3.062299067220192e-5
1.64229928680048e-5	2.9062291065054217e-5
1.1073633638424215e-5	3.0052096334251143e-5
1.2426813733757823e-5	2.8194241930314088e-5
1.1128795022808221e-5	2.7514875895993882e-5
1.0927316544802278e-5	2.896447250235329e-5
1.104603793694774e-5	3.0050959983807933e-5
1.2933010025721936e-5	2.5626613809464202e-5
1.5115549583476654e-5	2.554965704369168e-5
1.2084948954782951e-5	2.8405037681625984e-5
1.5643988108628244e-5	3.1173226945030213e-5
1.1217967642565467e-5	3.341084464209472e-5
1.1457444870588165e-5	3.3591838674761675e-5
